datetime,purpose_id,units,reading,upload_timestamp
1487905680.0,32,kW,0.082683333,1487906188.6985946
1487905620.0,32,kW,0.082633333,1487906188.6985946
1487905560.0,32,kW,0.082533333,1487906188.6985946
1487905500.0,32,kW,0.082916667,1487906188.6985946
1487905440.0,32,kW,0.082583333,1487906188.6985946
1487905380.0,32,kW,0.08285,1487906188.6985946
1487905320.0,32,kW,0.0828,1487906188.6985946
1487905260.0,32,kW,0.083183333,1487906188.6985946
1487905200.0,32,kW,0.083083333,1487906188.6985946
1487905140.0,32,kW,0.0828,1487906188.6985946
1487905080.0,32,kW,0.0824,1487906188.6985946
1487905020.0,32,kW,0.082333333,1487906188.6985946
1487904960.0,32,kW,0.082666667,1487906188.6985946
1487904900.0,32,kW,0.0829,1487906188.6985946
1487904840.0,32,kW,0.082783333,1487906188.6985946
1487904780.0,32,kW,0.082866667,1487906188.6985946
1487904720.0,32,kW,0.0859,1487906188.6985946
1487904660.0,32,kW,0.176883333,1487906188.6985946
1487904600.0,32,kW,0.176933333,1487906188.6985946
1487904540.0,32,kW,0.177483333,1487906188.6985946
1487904480.0,32,kW,0.178383333,1487906188.6985946
1487904420.0,32,kW,0.179116667,1487906188.6985946
1487904360.0,32,kW,0.179566667,1487906188.6985946
1487904300.0,32,kW,0.180383333,1487906188.6985946
1487904240.0,32,kW,0.18095,1487906188.6985946
1487904180.0,32,kW,0.18205,1487906188.6985946
1487904120.0,32,kW,0.18355,1487906188.6985946
1487904060.0,32,kW,0.184416667,1487906188.6985946
1487904000.0,32,kW,0.185966667,1487906188.6985946
1487903940.0,32,kW,0.187116667,1487906188.6985946
1487903880.0,32,kW,0.187383333,1487906188.6985946
1487903820.0,32,kW,0.18865,1487906188.6985946
1487903760.0,32,kW,0.189283333,1487906188.6985946
1487903700.0,32,kW,0.191016667,1487906188.6985946
1487903640.0,32,kW,0.191633333,1487906188.6985946
1487903580.0,32,kW,0.189683333,1487906188.6985946
1487903520.0,32,kW,0.207483333,1487906188.6985946
1487903460.0,32,kW,0.088683333,1487906188.6985946
1487903400.0,32,kW,0.082966667,1487906188.6985946
1487903340.0,32,kW,0.08265,1487906188.6985946
1487903280.0,32,kW,0.082433333,1487906188.6985946
1487903220.0,32,kW,0.082716667,1487906188.6985946
