datetime,purpose_id,units,reading,upload_timestamp
1487901780.0,33,kW,0.083733333,1487902253.9047165
1487901720.0,33,kW,0.0839,1487902253.9047165
1487901660.0,33,kW,0.084166667,1487902253.9047165
1487901600.0,33,kW,0.08395,1487902253.9047165
1487901540.0,33,kW,0.165616667,1487902253.9047165
1487901480.0,33,kW,0.17845,1487902253.9047165
1487901420.0,33,kW,0.1789,1487902253.9047165
1487901360.0,33,kW,0.1795,1487902253.9047165
1487901300.0,33,kW,0.179866667,1487902253.9047165
1487901240.0,33,kW,0.180833333,1487902253.9047165
1487901180.0,33,kW,0.181583333,1487902253.9047165
1487901120.0,33,kW,0.182766667,1487902253.9047165
1487901060.0,33,kW,0.183816667,1487902253.9047165
1487901000.0,33,kW,0.184416667,1487902253.9047165
1487900940.0,33,kW,0.184983333,1487902253.9047165
1487900880.0,33,kW,0.185766667,1487902253.9047165
1487900820.0,33,kW,0.187016667,1487902253.9047165
1487900760.0,33,kW,0.188216667,1487902253.9047165
1487900700.0,33,kW,0.1894,1487902253.9047165
1487900640.0,33,kW,0.190883333,1487902253.9047165
1487900580.0,33,kW,0.191966667,1487902253.9047165
1487900520.0,33,kW,0.19265,1487902253.9047165
1487900460.0,33,kW,0.19065,1487902253.9047165
1487900400.0,33,kW,0.200166667,1487902253.9047165
1487900340.0,33,kW,0.120866667,1487902253.9047165
1487900280.0,33,kW,0.083666667,1487902253.9047165
1487900220.0,33,kW,0.084066667,1487902253.9047165
1487900160.0,33,kW,0.083683333,1487902253.9047165
1487900100.0,33,kW,0.084033333,1487902253.9047165
1487900040.0,33,kW,0.083766667,1487902253.9047165
1487899980.0,33,kW,0.083733333,1487902253.9047165
1487899920.0,33,kW,0.083616667,1487902253.9047165
1487899860.0,33,kW,0.0842,1487902253.9047165
1487899800.0,33,kW,0.084083333,1487902253.9047165
1487899740.0,33,kW,0.08415,1487902253.9047165
1487899680.0,33,kW,0.083883333,1487902253.9047165
1487899620.0,33,kW,0.0844,1487902253.9047165
1487899560.0,33,kW,0.142483333,1487902253.9047165
1487899500.0,33,kW,0.550116667,1487902253.9047165
1487899440.0,33,kW,0.55055,1487902253.9047165
1487899380.0,33,kW,0.550116667,1487902253.9047165
1487899320.0,33,kW,0.55045,1487902253.9047165
1487899260.0,33,kW,0.551283333,1487902253.9047165
1487899200.0,33,kW,0.551416667,1487902253.9047165
1487899140.0,33,kW,0.551583333,1487902253.9047165
1487899080.0,33,kW,0.553433333,1487902253.9047165
1487899020.0,33,kW,0.553816667,1487902253.9047165
1487898960.0,33,kW,0.5539,1487902253.9047165
1487898900.0,33,kW,0.55305,1487902253.9047165
1487898840.0,33,kW,0.552916667,1487902253.9047165
1487898780.0,33,kW,0.553033333,1487902253.9047165
1487898720.0,33,kW,0.5533,1487902253.9047165
1487898660.0,33,kW,0.552933333,1487902253.9047165
1487898600.0,33,kW,0.55345,1487902253.9047165
1487898540.0,33,kW,0.577166667,1487902253.9047165
1487898480.0,33,kW,0.643516667,1487902253.9047165
1487898420.0,33,kW,0.643083333,1487902253.9047165
1487898360.0,33,kW,0.643733333,1487902253.9047165
1487898300.0,33,kW,0.6443,1487902253.9047165
1487898240.0,33,kW,0.644966667,1487902253.9047165
1487898180.0,33,kW,0.645566667,1487902253.9047165
1487898120.0,33,kW,0.645483333,1487902253.9047165
1487898060.0,33,kW,0.646466667,1487902253.9047165
1487898000.0,33,kW,0.646516667,1487902253.9047165
1487897940.0,33,kW,0.647716667,1487902253.9047165
1487897880.0,33,kW,0.64825,1487902253.9047165
1487897820.0,33,kW,0.65015,1487902253.9047165
1487897760.0,33,kW,0.65145,1487902253.9047165
1487897700.0,33,kW,0.6524,1487902253.9047165
1487897640.0,33,kW,0.652966667,1487902253.9047165
1487897580.0,33,kW,0.655916667,1487902253.9047165
1487897520.0,33,kW,0.657466667,1487902253.9047165
1487897460.0,33,kW,0.658633333,1487902253.9047165
1487897400.0,33,kW,0.659266667,1487902253.9047165
1487897340.0,33,kW,0.9667,1487902253.9047165
1487897280.0,33,kW,1.104833333,1487902253.9047165
1487897220.0,33,kW,0.695616667,1487902253.9047165
1487897160.0,33,kW,0.537316667,1487902253.9047165
1487897100.0,33,kW,0.537016667,1487902253.9047165
1487897040.0,33,kW,0.53725,1487902253.9047165
1487896980.0,33,kW,0.53735,1487902253.9047165
1487896920.0,33,kW,0.537366667,1487902253.9047165
1487896860.0,33,kW,0.537966667,1487902253.9047165
1487896800.0,33,kW,0.539433333,1487902253.9047165
1487896740.0,33,kW,0.538566667,1487902253.9047165
1487896680.0,33,kW,0.5386,1487902253.9047165
1487896620.0,33,kW,0.539166667,1487902253.9047165
1487896560.0,33,kW,0.53985,1487902253.9047165
1487896500.0,33,kW,0.541083333,1487902253.9047165
1487896440.0,33,kW,0.541533333,1487902253.9047165
1487896380.0,33,kW,0.54145,1487902253.9047165
1487896320.0,33,kW,0.541516667,1487902253.9047165
1487896260.0,33,kW,0.541566667,1487902253.9047165
1487896200.0,33,kW,0.541866667,1487902253.9047165
1487896140.0,33,kW,0.541916667,1487902253.9047165
1487896080.0,33,kW,0.542316667,1487902253.9047165
1487896020.0,33,kW,0.545433333,1487902253.9047165
1487895960.0,33,kW,0.542616667,1487902253.9047165
1487895900.0,33,kW,0.5427,1487902253.9047165
1487895840.0,33,kW,0.5431,1487902253.9047165
1487895780.0,33,kW,0.5428,1487902253.9047165
1487895720.0,33,kW,0.543133333,1487902253.9047165
1487895660.0,33,kW,0.543366667,1487902253.9047165
1487895600.0,33,kW,0.542733333,1487902253.9047165
1487895540.0,33,kW,0.55565,1487902253.9047165
1487895480.0,33,kW,0.563483333,1487902253.9047165
1487895420.0,33,kW,0.5629,1487902253.9047165
1487895360.0,33,kW,0.612766667,1487902253.9047165
1487895300.0,33,kW,0.651766667,1487902253.9047165
1487895240.0,33,kW,0.652466667,1487902253.9047165
1487895180.0,33,kW,0.653316667,1487902253.9047165
1487895120.0,33,kW,0.653,1487902253.9047165
1487895060.0,33,kW,0.635433333,1487902253.9047165
1487895000.0,33,kW,0.630716667,1487902253.9047165
1487894940.0,33,kW,0.630983333,1487902253.9047165
1487894880.0,33,kW,0.631916667,1487902253.9047165
1487894820.0,33,kW,0.63295,1487902253.9047165
1487894760.0,33,kW,0.634466667,1487902253.9047165
1487894700.0,33,kW,0.636116667,1487902253.9047165
1487894640.0,33,kW,0.637583333,1487902253.9047165
1487894580.0,33,kW,0.6392,1487902253.9047165
1487894520.0,33,kW,0.640866667,1487902253.9047165
1487894460.0,33,kW,0.643266667,1487902253.9047165
1487894400.0,33,kW,0.644766667,1487902253.9047165
1487894340.0,33,kW,0.646216667,1487902253.9047165
1487894280.0,33,kW,0.6477,1487902253.9047165
1487894220.0,33,kW,0.646516667,1487902253.9047165
1487894160.0,33,kW,0.656883333,1487902253.9047165
1487894100.0,33,kW,0.552016667,1487902253.9047165
1487894040.0,33,kW,0.555216667,1487902253.9047165
1487893980.0,33,kW,0.554366667,1487902253.9047165
1487893920.0,33,kW,0.527933333,1487902253.9047165
1487893860.0,33,kW,0.3736,1487902253.9047165
1487893800.0,33,kW,0.373116667,1487902253.9047165
1487893740.0,33,kW,0.373283333,1487902253.9047165
1487893680.0,33,kW,0.373216667,1487902253.9047165
1487893620.0,33,kW,0.373,1487902253.9047165
1487893560.0,33,kW,0.3737,1487902253.9047165
1487893500.0,33,kW,0.373583333,1487902253.9047165
1487893440.0,33,kW,0.378066667,1487902253.9047165
1487893380.0,33,kW,0.3819,1487902253.9047165
1487893320.0,33,kW,0.3703,1487902253.9047165
1487893260.0,33,kW,0.372466667,1487902253.9047165
1487893200.0,33,kW,0.36035,1487902253.9047165
1487893140.0,33,kW,0.357483333,1487902253.9047165
